premise_id,created_date,premise_house_num,premise_street,premise_house_supp,premise_city,premise_zip,premise_region
PREM-47263180,2016-05-06,7393,Eastwood Lane,,Levimouth,57362,NY
PREM-15089342,2016-05-06,3670,Westhaven Drive,Way,Ralphfort,42819,NY
PREM-68750291,2016-05-06,905,Mountain View Road,,New Colleenchester,61047,NY
PREM-23841705,2016-05-06,1404,Crown Point Drive,Brooks,East Lisa,89315,NY
PREM-84190562,2016-05-06,8968,Hidden Valley Lane,,Beasleyshire,74186,NY
PREM-39624817,2016-05-06,8171,Maple Bend Street,Trail,Santanamouth,25039,NY
PREM-75210384,2016-05-06,3134,Woodland Ridge Drive,Wells,Gloverton,16284,NY
PREM-41568927,2016-05-06,513,Dove Creek Road,,Aguilarshire,70593,NY
PREM-62319408,2016-05-06,8732,Fernwood Lane,Viaduct,Juliashire,84620,NY
PREM-30147865,2016-05-06,99299,Orchard Hill Drive,Flat,New Michele,31907,NY
PREM-89025613,2016-05-06,9337,Lakeview Terrace,Underpass,Toddville,58427,NY
PREM-54781209,2016-05-06,1615,Greenfield Drive,,Alanborough,79651,NY
PREM-13296478,2016-05-06,695,Sunnyside Road,Park,Port Jessicamouth,23490,NY
PREM-76943012,2016-05-06,519,Crestwood Avenue,Mews,Stricklandfort,67284,NY
PREM-40821597,2016-05-06,13033,Shadowbrook Lane,Curve,Lake Sandra,90571,NY
PREM-59308241,2016-05-06,2624,Falling Waters Drive,,Brooksside,41352,NY
PREM-21476930,2016-05-06,100,Blue Ridge Road,Junctions,Cherylstad,80294,NY
PREM-68052719,2016-05-06,2066,Wildwood Lane,,Port Dennismouth,56941,NY
PREM-35149087,2016-05-06,879,Cardinal Drive,Expressway,Jonesville,75820,NY
PREM-97218406,2016-05-06,1383,Pecan Grove Road,,Katherinemouth,34109,NY
PREM-40617395,2016-05-06,936,Cedar Hollow Drive,Alley,North Nicholasberg,62073,NY
PREM-83721049,2016-05-06,6801,Woodlawn Avenue,,Port Brian,89453,NY
PREM-19508642,2016-05-06,230,Broadview Road,Meadow,Evansberg,21536,NY
PREM-57432018,2016-05-06,39390,Autumn View Drive,Stravenue,Josephshire,78024,NY
PREM-68249105,2016-05-06,8549,Silver Oak Lane,,Campbelltown,43968,NY
PREM-32075498,2016-05-06,1181,Sunrise Valley Drive,Spurs,Andersonland,50712,NY
PREM-95142607,2016-05-06,9740,Meadowlark Road,Lodge,East Danielleberg,93251,NY
PREM-47890312,2016-05-06,33930,Briar Patch Lane,Spurs,Lake Sheritown,16490,NY
PREM-63521809,2016-05-06,3811,Fox Hollow Drive,,Trevinochester,58036,NY
PREM-24956173,2016-05-06,9147,Stonebridge Street,,South Nicoleburgh,74195,NY
PREM-80714392,2016-05-06,8536,Lone Pine Road,Landing,South Taylorport,26841,NY
PREM-36290518,2016-05-06,1919,Gentle Brook Lane,Lock,West Alan,60357,NY
PREM-79421063,2016-05-06,69270,Brookhaven Drive,Stravenue,Robertfurt,84519,NY
PREM-41597328,2016-05-06,832,Willow Trace Road,Key,Allisonchester,21048,NY
PREM-62849103,2016-05-06,476,Cedar Creek Lane,,North Tracytown,76948,NY
PREM-30185247,2016-05-06,67497,Valley View Drive,,Port Paulburgh,32410,NY
PREM-85694017,2016-05-06,794,Sunbrook Court,,North Ann,51896,NY
PREM-27301594,2016-05-06,39,Oak Meadow Lane,,Carolynbury,68704,NY
PREM-94162850,2016-05-06,10103,Hidden Creek Road,Pike,Port Jasonhaven,95031,NY
PREM-51730498,2016-05-06,3933,Falcon Ridge Drive,Grove,North Anthonyburgh,47285,NY
PREM-38421967,2016-05-06,286,Crescent Hill Lane,,North Lisa,63159,NY
PREM-76253041,2016-05-06,2975,Ridgewood Drive,Plains,Watsonfurt,20863,NY
PREM-42918507,2016-05-06,389,Silver Maple Road,,South Matthew,79420,NY
PREM-89564012,2016-05-06,3030,Hilltop Avenue,,New Crystalbury,35691,NY
PREM-13607258,2016-05-06,515,Sapphire Lane,,Lake Nicholas,68275,NY
PREM-60497531,2016-05-06,5926,Morning Mist Drive,,West Bobbyville,91537,NY
PREM-28164907,2016-05-06,57,Cedar Ridge Road,Mill,Courtneyberg,47052,NY
PREM-93740285,2016-05-06,1606,River Park Drive,,East Aprilmouth,53892,NY
PREM-15208649,2016-05-06,6778,Wildflower Court,Crossing,Lake Staceyberg,62419,NY
PREM-57943128,2016-05-06,413,Canyon View Lane,Ville,Ericaview,79083,NY
PREM-40396712,2016-05-06,16959,Snowberry Road,Estate,Lawrenceborough,45120,NY
PREM-78612035,2016-05-06,1118,Brookfield Drive,Skyway,Port Judy,69801,NY
PREM-36289407,2016-05-06,5031,Vineyard Lane,,Tylerbury,24739,NY
PREM-69501728,2016-05-06,849,Lighthouse Road,Glen,Port Diana,17584,NY
PREM-93124650,2016-05-06,195,Ocean Breeze Drive,,South Dwayne,80213,NY
PREM-52408319,2016-05-06,577,Harbor View Lane,Extension,Michaeltown,95384,NY
PREM-76859104,2016-05-06,4736,Pelican Point Drive,,South Jeffery,64053,NY
PREM-41237905,2016-05-06,982,Driftwood Court,,North Marc,52801,NY
PREM-29048673,2016-05-06,20593,Seaside Boulevard,,Perrytown,31675,NY
PREM-67350218,2016-05-06,4639,Sunset Bay Drive,,South Richard,78019,NY
PREM-89417502,2016-05-06,544,Coral Ridge Road,,Port Andrew,49268,NY
PREM-14582679,2016-05-06,580,Palm Crest Lane,Alley,Lake Victoria,86140,NY
PREM-59834201,2016-05-06,810,Tropical Breeze Drive,Parks,Jasontown,35017,NY
PREM-82194036,2016-05-06,187,Mariner's Cove Road,,West Michaelland,71925,NY
PREM-37951428,2016-05-06,1282,Harbor Lane,,Port Tonyatown,40527,NY
PREM-75103649,2016-05-06,26843,Coral Reef Drive,,Franciscoshire,93801,NY
PREM-91728450,2016-05-06,740,Seaview Avenue,Meadows,New Josephchester,56743,NY
PREM-41609328,2016-05-06,3818,Sandy Beach Road,,West George,82039,NY
PREM-27361509,2016-05-06,644,Ocean Crest Drive,Cliff,East Leahview,29375,NY
PREM-64697230,2016-05-06,63825,Windward Lane,,Martinmouth,61092,NY
PREM-86240519,2016-05-06,1151,Sandpiper Road,,Port Michaelstad,75408,NY
PREM-13794682,2016-05-06,9141,Coastal Ridge Drive,Pass,North Jillianport,14986,NY
PREM-50871329,2016-05-06,44034,Bluewater Boulevard,,South Troy,58240,NY
PREM-78264931,2016-05-06,23786,Dune Grass Lane,,Garciaborough,76192,NY
PREM-36059147,2016-05-06,40549,Starfish Drive,,Joseburgh,43085,NY
PREM-69503812,2016-05-06,96496,Pelican Bay Road,,South Latoya,69852,NY
PREM-93652107,2016-05-06,4820,Marina Point Drive,,Sullivanberg,24751,NY
PREM-52894136,2016-05-06,878,Cliffside Lane,,West Dylanfurt,90314,NY
PREM-76103492,2016-05-06,1648,Beachfront Drive,Branch,Mclaughlinburgh,56827,NY
PREM-41287506,2016-05-06,984,Gull Haven Road,,East Heidiport,81492,NY
PREM-29856147,2016-05-06,142,Palm Grove Drive,Track,West Brian,39276,NY
PREM-67048215,2016-05-06,2915,Surfside Boulevard,,Jamesland,67518,NY
PREM-89421375,2016-05-06,82777,Coastline Drive,,East Bryanmouth,25961,NY
PREM-14256098,2016-05-06,587,Bay Breeze Lane,,Port Cameron,70834,NY
PREM-59781324,2016-05-06,65843,Sand Dune Road,,Halemouth,94127,NY
PREM-82145970,2016-05-06,625,Horizon View Lane,Mountain,North William,52647,NY
PREM-38371045,2016-05-06,258,Meridian Drive,,South Robertview,31978,NY
PREM-74521869,2016-05-06,706,Compass Point Lane,Pass,Bethberg,76405,NY
PREM-91063752,2016-05-06,63683,Anchorage Road,,Aimeeside,40729,NY
PREM-41896527,2016-05-06,75667,Portside Drive,,Tracystad,29164,NY
PREM-27618493,2016-05-06,2556,Lighthouse Crest Lane,Point,West Garrett,68253,NY
PREM-63941287,2016-05-06,73203,Island View Road,,West Brianside,89521,NY
PREM-85429160,2016-05-06,79388,Shoreline Drive,,Coxmouth,14380,NY
PREM-13150769,2016-05-06,2975,Deepwater Lane,,Davidsonmouth,50794,NY
PREM-50368219,2016-05-06,485,Admiral’s Way,Roads,New Olivialand,71863,NY
PREM-78964021,2016-05-06,4500,Seafarer Road,,Port Carlos,25607,NY
PREM-36592074,2016-05-06,51626,Old Harbor Lane,,New Shannonfurt,60314,NY
PREM-69748351,2016-05-06,4584,Bayview Terrace,Run,Kaisershire,84975,NY
PREM-94018675,2016-05-06,550,Ocean Mist Drive,,Websterview,12058,NY
PREM-48291036,2016-05-06,30155,Crestwind Lane,,East Keith,76952,NY
PREM-59128407,2016-05-06,94326,Whitecap Road,Pine,Port Cynthiachester,34801,NY
PREM-30847195,2016-05-06,778,Harbor Breeze Drive,,Craigstad,51674,NY
PREM-76209413,2016-05-06,71083,Island Point Road,,Margaretshire,69805,NY
PREM-10492857,2016-05-06,79233,Cedar Bluff Drive,,New David,40721,NY
PREM-83926514,2016-05-06,967,Village Green Lane,,Brandymouth,28973,NY
PREM-27540198,2016-05-06,837,Homestead Road,Heights,Mccarthyshire,67201,NY
PREM-69023784,2016-05-06,1247,Old Mill Drive,,North Patrickfurt,89136,NY
PREM-15492837,2016-05-06,350,Iron Horse Road,,Rhondaburgh,14507,NY
PREM-48176029,2016-05-06,790,Rustic Meadow Lane,,Shelleyville,59623,NY
PREM-93047182,2016-05-06,911,Farmstead Drive,Throughway,Loganfurt,82357,NY
PREM-57281049,2016-05-06,736,Wagonwheel Road,Shore,New Kaylaberg,38194,NY
PREM-31490528,2016-05-06,291,Red Barn Lane,,East Danny,74205,NY
PREM-84621073,2016-05-06,14,Stablebrook Drive,,Paceberg,91843,NY
PREM-60573918,2016-05-06,7655,Grainfield Road,Center,West Jacobburgh,41602,NY
PREM-21748056,2016-05-06,6015,Harvest Bend Lane,,Robertsview,27385,NY
PREM-93816520,2016-05-06,28334,Cornflower Drive,Loop,Fitzgeraldburgh,64982,NY
PREM-46029781,2016-05-06,5646,Old Orchard Lane,,Rebekahshire,86705,NY
PREM-72190438,2016-05-06,13780,Country Crest Road,Drive,Pamelafort,13942,NY
PREM-58301749,2016-05-06,609,Hayfield Drive,,Port Rhondashire,50817,NY
PREM-40982136,2016-05-06,635,Millhouse Lane,,Lucerochester,78243,NY
PREM-67205914,2016-05-06,330,Barnwood Road,Point,Brandonbury,36915,NY
PREM-31847025,2016-05-06,972,Shepherd’s Path,,East Paul,69240,NY
PREM-90523618,2016-05-06,1808,Orchard View Drive,,West Joseph,93478,NY
PREM-14286709,2016-05-06,581,Wild Apple Lane,Crescent,Russellshire,52619,NY
PREM-68729415,2016-05-06,39672,Pasture Ridge Drive,,West Briannabury,76301,NY
PREM-52498173,2016-05-06,9716,Fieldstone Road,Drive,Blairtown,40826,NY
PREM-39061728,2016-05-06,38226,Green Acres Lane,Burg,West Steven,28795,NY
PREM-74820519,2016-05-06,781,Old Country Road,,New Tamara,67859,NY
PREM-85691324,2016-05-06,6569,Harvest View Drive,,Clarkbury,89534,NY
PREM-21394057,2016-05-06,68570,Sunny Fields Lane,Vista,Robertsmouth,14058,NY
PREM-46958032,2016-05-06,713,Golden Corn Lane,,Lake Meganbury,59692,NY
PREM-58213490,2016-05-06,58446,Red Fox Road,Port,Joshuamouth,82017,NY
PREM-31749862,2016-05-06,46236,Thicket Grove Lane,,Juantown,38571,NY
PREM-94062718,2016-05-06,547,Forest Trail Road,,Simonmouth,74598,NY
PREM-10538279,2016-05-06,1280,Deep Woods Drive,,Benjaminland,91057,NY
PREM-73601482,2016-05-06,4429,Winterberry Way,,Simmonsmouth,41822,NY
PREM-49178520,2016-05-06,40118,Black Bear Road,,Michaelside,27634,NY
PREM-62830941,2016-05-06,9545,Fawn Meadow Lane,,Amyhaven,63978,NY
PREM-37482096,2016-05-06,3575,Whitetail Drive,,North Jennifer,85412,NY
PREM-81942750,2016-05-06,581,Rustic Pine Road,,Ryanfort,13074,NY
PREM-20395816,2016-05-06,3330,Lone Bear Lane,Freeway,Port Daniel,50312,NY
PREM-56742039,2016-05-06,779,Hillside Trail,Highway,Garyview,78930,NY
PREM-39271864,2016-05-06,97250,Wolf Creek Road,Pike,Williamstown,36574,NY
PREM-74105829,2016-05-06,676,Mountain Pine Drive,,Martinberg,69702,NY
PREM-60847231,2016-05-06,9517,Hickory Summit Lane,,Brendafort,94057,NY
PREM-21530948,2016-05-06,7966,Eagle Trail Road,,Margarettown,52837,NY
PREM-89361742,2016-05-06,72882,Pioneer Ridge Drive,,Mollyfurt,76149,NY
PREM-43029857,2016-05-06,27509,Pine Bluff Road,,Meganchester,41205,NY
PREM-57649108,2016-05-06,60867,Timberfall Lane,,East Ashley,29847,NY
PREM-30928416,2016-05-06,3096,Granite Ridge Drive,Rapids,East Jerry,67012,NY
PREM-65472103,2016-05-06,56567,Rocky Summit Road,,Lake Jeremy,89468,NY
PREM-19248576,2016-05-06,123,Shadow Mountain Drive,Mills,Lake Adamborough,14273,NY
PREM-87503921,2016-05-06,4960,Aspen Meadows Lane,,Adamstad,59730,NY
PREM-40861735,2016-05-06,554,Silver Peak Road,,North Samanthabury,82169,NY
PREM-62319847,2016-05-06,571,Snowcap Drive,,West Mariah,38325,NY
PREM-34157029,2016-05-06,4202,Lone Mountain Road,,East Donaldville,74560,NY
PREM-79042618,2016-05-06,5655,Alpine Ridge Lane,,North Williamchester,91028,NY
PREM-15693824,2016-05-06,941,High Point Drive,,Raymouth,41854,NY
PREM-48261395,2016-05-06,869,Timber Ridge Road,,Ramseyton,27695,NY
PREM-90573812,2016-05-06,439,Deer Creek Lane,Walks,South Jeffrey,63904,NY
PREM-31754908,2016-05-06,3921,Timber Hollow Drive,,East Christopherland,85460,NY
PREM-68214093,2016-05-06,109,Glacier Ridge Road,Shore,Andrewchester,13198,NY
PREM-57420936,2016-05-06,722,Cold Springs Lane,,Yoderberg,50345,NY
PREM-21387954,2016-05-06,71781,Whisper Ridge Drive,,Greenton,78985,NY
PREM-49821637,2016-05-06,6668,Iron Peak Road,,North Brandon,36508,NY
PREM-63109425,2016-05-06,7726,Crystal Creek Lane,Tunnel,Lake Mandyport,69791,NY
PREM-37058149,2016-05-06,720,Northwoods Drive,,Newmanton,94005,NY
PREM-85920413,2016-05-06,4303,Stone Hollow Road,,Joneschester,52810,NY
PREM-20479568,2016-05-06,5235,Shorepine Lane,Estate,North Jessicaberg,76182,NY
PREM-76813042,2016-05-06,83,Red Hawk Road,,Rebeccaton,41239,NY
PREM-43509217,2016-05-06,37159,Black Oak Lane,Grove,Brendafurt,29803,NY
PREM-59271804,2016-05-06,29014,Twilight Ridge Drive,Row,East Bradley,67095,NY
PREM-31046829,2016-05-06,3007,Star Valley Lane,,Danielland,89402,NY
PREM-67423981,2016-05-06,40,Blue Horizon Drive,,Mullinsside,14215,NY
PREM-14852730,2016-05-06,954,Whispering Brook Lane,Drives,West Lucaschester,59794,NY
PREM-80731629,2016-05-06,175,Meadow Crest Drive,Dam,Melissatown,82103,NY
PREM-26309457,2016-05-06,432,Old Stone Road,Fork,West Gregory,38369,NY
PREM-94075218,2016-05-06,3794,Ridgehaven Court,,Wrightton,74504,NY
PREM-51739402,2016-05-06,7954,Brookside Lane,,Medinaport,91012,NY
PREM-38260147,2016-05-06,135,Lavender Hill Drive,,Port Jessicaville,41878,NY
PREM-76984510,2016-05-06,82769,Golden Elm Road,Forest,West Raymond,27658,NY
PREM-42903718,2016-05-06,62441,Maple Crest Drive,Plaza,Sharimouth,63990,NY
PREM-85621039,2016-05-06,91803,Sagebrush Lane,Ports,New Jacqueline,85473,NY
PREM-19347860,2016-05-06,53003,Rustling Oak Drive,,Port Danielton,13126,NY
PREM-60498127,2016-05-06,7502,River Birch Road,Ville,South Kimberlyland,50389,NY
PREM-27594018,2016-05-06,929,Morning View Lane,,Lake Hannah,78957,NY
PREM-93047156,2016-05-06,336,Hawthorne Circle,,New Peggyburgh,36530,NY
PREM-14862579,2016-05-06,37103,Elm Crest Drive,,Donnamouth,58291,NY
PREM-58231704,2016-05-06,47811,Willow Wind Lane,,North Elizabeth,74920,NY
PREM-40196825,2016-05-06,72715,Rose Crest Drive,Ville,Port Randall,10643,NY
PREM-73604281,2016-05-06,219,Foxglove Road,,Port Erin,96415,NY
PREM-25938410,2016-05-06,9784,Golden Willow Lane,,South Deborah,57864,NY
PREM-68915742,2016-05-06,6031,Lake Crest Drive,Street,Mariatown,82395,NY
PREM-31497085,2016-05-06,482,Stormcloud Road,Brook,Conradborough,49162,NY
PREM-90527136,2016-05-06,35902,Hazelwood Lane,Flats,South Keith,36041,NY
PREM-47263180,2016-05-06,6773,Wild Fern Drive,Plain,Scotttown,70695,NY
PREM-15089342,2016-05-06,24304,Bluebell Road,,South Charlesport,25830,NY
PREM-68750291,2016-05-06,934,Stonehaven Drive,,South Andrewhaven,81974,NY
PREM-23841705,2016-05-06,3308,Moonlight Ridge Lane,,Elizabethfurt,14796,NY
PREM-84190562,2016-05-06,77851,Misty Grove Drive,,Thompsonberg,60438,NY
PREM-39624817,2016-05-06,8424,Golden Sky Road,View,Flemingbury,93527,NY
PREM-75210384,2016-05-06,90268,Morning Glen Lane,,North Connie,71294,NY
PREM-41568927,2016-05-06,73,Maple Grove Court,Underpass,Hubbardhaven,58971,NY
PREM-62319408,2016-05-06,79366,Evergreen Crest Drive,Orchard,South Stacieland,27846,NY
PREM-30147865,2016-05-06,4085,Cotton Blossom Lane,Streets,South Jacob,64028,NY
PREM-89025613,2016-05-06,6720,Old Birch Road,Villages,Lake Elizabeth,85709,NY
PREM-54781209,2016-05-06,191,Timber Falls Drive,,East Leahmouth,13285,NY
PREM-13296478,2016-05-06,3048,Sunny Knoll Lane,,Sarahmouth,59247,NY
PREM-76943012,2016-05-06,20455,Cloudview Drive,Street,Kyleside,78451,NY
PREM-40821597,2016-05-06,36607,Emerald Hill Lane,,Chandlerstad,36187,NY
PREM-59308241,2016-05-06,768,Valley Forge Road,,Lake Melindaville,69852,NY
PREM-21476930,2016-05-06,1154,Sparrow Lane,,Port Williamberg,94076,NY
PREM-68052719,2016-05-06,6731,Clover Ridge Drive,Pike,Taylortown,52764,NY
PREM-35149087,2016-05-06,77284,Suncrest Road,,New Tracy,76839,NY
PREM-97218406,2016-05-06,723,Thunder Ridge Drive,Passage,North Bridget,40596,NY
PREM-40617395,2016-05-06,32518,Old Timber Lane,,East William,29651,NY
PREM-83721049,2016-05-06,946,Winding Creek Road,Gardens,Stevenstad,67328,NY
PREM-19508642,2016-05-06,40114,Storm Ridge Drive,Lane,South Chelsea,89470,NY
PREM-57432018,2016-05-06,229,Wild Rose Lane,Garden,South Stacey,14598,NY
PREM-68249105,2016-05-06,8588,River Crest Drive,,Port Tom,50176,NY
PREM-32075498,2016-05-06,8893,Cobalt Ridge Road,Passage,South Sergioland,78326,NY
PREM-95142607,2016-05-06,918,Saddleback Lane,,Melissaside,36249,NY
PREM-47890312,2016-05-06,1465,Longleaf Drive,,North Seanton,69750,NY
PREM-63521809,2016-05-06,80764,Sunny Peak Road,,New Joseph,93012,NY
PREM-24956173,2016-05-06,66816,Old Canyon Lane,,New Jamesstad,51870,NY
PREM-80714392,2016-05-06,325,Hollow Brook Drive,Parks,Michelleberg,76481,NY
PREM-36290518,2016-05-06,351,Meadow Shore Lane,Mission,Singhhaven,40958,NY
PREM-79421063,2016-05-06,895,Ridgefield Road,,Lake Christopherstad,28460,NY
PREM-41597328,2016-05-06,6327,Wild Briar Lane,Freeway,New Williefurt,67514,NY
PREM-62849103,2016-05-06,3296,Starcrest Drive,,Thompsonborough,89246,NY
PREM-30185247,2016-05-06,34879,Riverview Terrace,,Port Teresa,14072,NY
PREM-85694017,2016-05-06,23869,Forest Crest Lane,Springs,Davisberg,59907,NY
PREM-27301594,2016-05-06,79,Hillstone Drive,,Shawnside,82153,NY
PREM-94162850,2016-05-06,20413,Prairie Run Road,,Princebury,38709,NY
PREM-51730498,2016-05-06,61637,Yellowstone Drive,Islands,Loveview,74691,NY
PREM-38421967,2016-05-06,68943,Crescent Valley Lane,Trafficway,Kevinborough,91358,NY
PREM-76253041,2016-05-06,9654,Sandalwood Drive,Mill,Hoffmanton,41096,NY
PREM-42918507,2016-05-06,26179,Ridgewalk Road,,Lake Brandonside,27948,NY
PREM-89564012,2016-05-06,771,Golden Brook Lane,,Jenniferfort,64807,NY
PREM-13607258,2016-05-06,249,Autumn Maple Drive,Drive,Michaelberg,86794,NY
PREM-60497531,2016-05-06,9159,Shady Ridge Lane,,Ashleyland,13079,NY
PREM-28164907,2016-05-06,9325,Fox Ridge Road,Orchard,New Matthewton,50738,NY
