premise_id,created_date,premise_house_num,premise_street,premise_house_supp,premise_city,premise_zip,premise_region
PREM-93740285,2016-05-06,82145,Pine Brook Lane,,Lake Dawn,78265,NY
PREM-15208649,2016-05-06,35321,Blossom Hill Drive,,Johnsonfurt,36194,NY
PREM-57943128,2016-05-06,843,Meadow Run Lane,,Daniellestad,69031,NY
PREM-40396712,2016-05-06,434,Riverwalk Road,Plains,Vazquezburgh,93421,NY
PREM-78612035,2016-05-06,7089,Cobblestone Drive,,Maryshire,52078,NY
PREM-36289407,2016-05-06,43032,Springbrook Lane,,Port Katherineview,76935,NY
PREM-69501728,2016-05-06,44434,Terrace Ridge Drive,,South Kathrynburgh,40287,NY
PREM-93124650,2016-05-06,147,Larkspur Road,Coves,West Molly,29861,NY
PREM-52408319,2016-05-06,1473,Blue Canyon Drive,Walk,Port Samuelberg,67195,NY
PREM-76859104,2016-05-06,18,Claystone Lane,Keys,North Jennifer,89647,NY
PREM-41237905,2016-05-06,978,Granite Creek Road,,Port Vanessamouth,14927,NY
PREM-29048673,2016-05-06,16222,Old Quarry Drive,,Castrotown,59360,NY
PREM-67350218,2016-05-06,90062,Valley Brook Lane,,New Shanetown,82931,NY
PREM-89417502,2016-05-06,315,White River Road,,East Douglas,37495,NY
PREM-14582679,2016-05-06,19515,Shadestone Drive,,Blackland,75280,NY
PREM-59834201,2016-05-06,821,Canyon Trail Lane,,Port Heather,91526,NY
PREM-82194036,2016-05-06,2052,Sage Valley Drive,,Spencerburgh,41860,NY
PREM-37951428,2016-05-06,8441,Stonewall Road,,East Brandon,27359,NY
PREM-75103649,2016-05-06,9883,Wild Creek Lane,,Kaitlynfort,64572,NY
PREM-91728450,2016-05-06,632,Brookcrest Drive,,Lake Reneestad,86294,NY
PREM-41609328,2016-05-06,878,Golden Peak Lane,,North Timothyton,13548,NY
PREM-27361509,2016-05-06,6585,Maple Ridge Court,,Port Jeffrey,50397,NY
PREM-64697230,2016-05-06,594,Laurel Brook Drive,,New Victoriashire,78912,NY
PREM-86240519,2016-05-06,34,Old Spring Road,,West Jennifer,36974,NY
PREM-13794682,2016-05-06,588,Woodland Terrace,,East Sharon,69285,NY
PREM-50871329,2016-05-06,1347,Hidden Peak Drive,,East Richardstad,93706,NY
PREM-78264931,2016-05-06,2074,Eagle Haven Lane,,Powersland,52603,NY
PREM-36059147,2016-05-06,5896,Rock Hollow Drive,Ferry,East Amber,76394,NY
PREM-69503812,2016-05-06,17329,Clearbrook Lane,,Scottbury,40813,NY
PREM-93652107,2016-05-06,74633,Silver Ridge Road,Drive,Knappmouth,28760,NY
PREM-52894136,2016-05-06,93962,Wild Sky Lane,,Howellburgh,67841,NY
PREM-76103492,2016-05-06,83017,Moonridge Drive,,Morrisborough,89570,NY
PREM-41287506,2016-05-06,1846,Fairview Road,,Port Teresa,14096,NY
PREM-29856147,2016-05-06,396,Evergreen Lane,,Lake Chelseafurt,59648,NY
PREM-67048215,2016-05-06,634,Frostwood Drive,,East Ivanville,82369,NY
PREM-89421375,2016-05-06,5205,Amber Ridge Road,Divide,Smithton,38605,NY
PREM-14256098,2016-05-06,66286,Crimson Ridge Lane,Points,Steventown,74150,NY
PREM-59781324,2016-05-06,4294,North Shore Drive,Summit,Kathrynbury,91820,NY
PREM-82145970,2016-05-06,3773,Cedar Lake Road,,Angiemouth,41503,NY
PREM-38371045,2016-05-06,1857,Crystal Springs Lane,Courts,Parsonstown,27845,NY
PREM-74521869,2016-05-06,6237,Windridge Drive,,Lake Joseph,64930,NY
PREM-91063752,2016-05-06,2973,Pine Meadows Lane,,New Anthonystad,86721,NY
PREM-41896527,2016-05-06,9568,Brightwater Road,,Cooperton,13492,NY
PREM-27618493,2016-05-06,302,Horizon Ridge Lane,,Perezton,51263,NY
PREM-63941287,2016-05-06,829,Harvest Moon Drive,,Lake Heather,79380,NY
PREM-85429160,2016-05-06,592,Starhaven Road,,Port Sarah,35247,NY
PREM-13150769,2016-05-06,96075,Timber Bend Lane,,Dannyberg,68139,NY
PREM-50368219,2016-05-06,1294,Hickory Hollow Drive,Wells,West Brendaland,93074,NY
PREM-78964021,2016-05-06,9984,Wintergreen Lane,Cape,Kristinborough,52491,NY
PREM-48291036,2016-05-06,7,Blue Sky Road,,New Vanessa,76905,NY
PREM-59128407,2016-05-06,378,Oakridge Lane,,Sierraport,40768,NY
PREM-30847195,2016-05-06,93001,Mapleview Drive,,South Yolandatown,29183,NY
PREM-76209413,2016-05-06,105,Pinecrest Road,Tunnel,Gilltown,67502,NY
PREM-10492857,2016-05-06,13498,Willow Bend Street,,Lake Amy,89154,NY
PREM-83926514,2016-05-06,97002,Cedarbrook Avenue,Road,Brianburgh,14827,NY
PREM-27540198,2016-05-06,4258,Birchwood Court,Fords,South Lisaland,59862,NY
PREM-69023784,2016-05-06,3909,Highland Terrace,,Williamsonborough,82471,NY
PREM-15492837,2016-05-06,6972,Riverstone Lane,,Hallshire,37964,NY
PREM-48176029,2016-05-06,437,Sunset Ridge Drive,Shores,Port Mary,75148,NY
PREM-93047182,2016-05-06,11771,Lakeshore Boulevard,Route,Kathrynport,91782,NY
PREM-57281049,2016-05-06,701,Hillcrest Avenue,,Feliciachester,41698,NY
PREM-31490528,2016-05-06,19012,Meadowbrook Road,Spring,East Nathanielberg,27360,NY
PREM-84621073,2016-05-06,2800,Forest Glen Drive,Plain,Lovehaven,64631,NY
PREM-60573918,2016-05-06,5448,Silverleaf Court,,Carolhaven,86205,NY
PREM-21748056,2016-05-06,6521,Redwood Street,Skyway,Hillchester,13978,NY
PREM-93816520,2016-05-06,4705,Autumn Ridge Lane,Lakes,South Michaelhaven,50872,NY
PREM-46029781,2016-05-06,7947,Whispering Pines Drive,Plains,Baileyland,78216,NY
PREM-72190438,2016-05-06,98106,Broadmoor Avenue,Trail,East Priscillachester,36085,NY
PREM-58301749,2016-05-06,5352,Golden Meadow Road,,Martinezberg,69530,NY
PREM-40982136,2016-05-06,9676,Prairie View Drive,Vista,Justinfort,93642,NY
PREM-67205914,2016-05-06,1349,Brookstone Lane,Forest,South Matthew,52896,NY
PREM-31847025,2016-05-06,97710,Valley Crest Drive,Dale,Smithfurt,76103,NY
PREM-90523618,2016-05-06,68024,Canyon Ridge Road,Ranch,North Michele,41287,NY
PREM-14286709,2016-05-06,2788,Elmwood Street,,Jamesbury,29856,NY
PREM-68729415,2016-05-06,9493,Timberline Drive,,Port Davidborough,67048,NY
PREM-52498173,2016-05-06,109,Creekside Court,,New Crystaltown,89421,NY
PREM-39061728,2016-05-06,7951,Snowberry Lane,,Greenville,14256,NY
PREM-74820519,2016-05-06,68927,Bluebird Way,Turnpike,South Steven,59781,NY
PREM-85691324,2016-05-06,55458,Springwater Drive,,Jenkinsview,82145,NY
PREM-21394057,2016-05-06,3661,Wildflower Road,,Franklinfort,38371,NY
PREM-46958032,2016-05-06,395,Cottonwood Lane,,Grosston,74521,NY
PREM-58213490,2016-05-06,3446,Sunnybrook Drive,,Nathanfurt,91063,NY
PREM-31749862,2016-05-06,448,Hickory Ridge Road,Spurs,West Susanborough,41896,NY
PREM-94062718,2016-05-06,36430,Pleasant Valley Drive,Stravenue,Flynnberg,27618,NY
PREM-10538279,2016-05-06,782,Morningstar Lane,,North Heatherville,63941,NY
PREM-73601482,2016-05-06,2795,Greenbriar Court,,Martineztown,85429,NY
PREM-49178520,2016-05-06,926,Misty Hollow Drive,,Johnsonland,13150,NY
PREM-62830941,2016-05-06,84976,Magnolia Circle,,Tiffanyborough,50368,NY
PREM-37482096,2016-05-06,79655,Aspen View Drive,,Loweryhaven,78964,NY
PREM-81942750,2016-05-06,8592,Stonegate Road,Coves,South Kaylafurt,36592,NY
PREM-20395816,2016-05-06,20685,Harvest Lane,Loop,North Donaldchester,69748,NY
PREM-56742039,2016-05-06,3013,Shady Grove Street,Underpass,Wilsonborough,94018,NY
PREM-39271864,2016-05-06,4144,Rolling Hills Drive,Isle,Ericastad,57362,NY
PREM-74105829,2016-05-06,112,Windmill Court,,South Patrick,42819,NY
PREM-60847231,2016-05-06,465,Clearwater Drive,,South Philip,61047,NY
PREM-21530948,2016-05-06,41079,Fox Run Road,,North Stevenfort,89315,NY
PREM-89361742,2016-05-06,379,Silver Creek Lane,,Wilsonfurt,74186,NY
PREM-43029857,2016-05-06,411,Amberwood Street,Lights,New Lindafurt,25039,NY
PREM-57649108,2016-05-06,45987,Briarwood Drive,Parks,South Sydney,16284,NY
PREM-30928416,2016-05-06,9978,Sandstone Avenue,Crossroad,Dianetown,70593,NY
PREM-65472103,2016-05-06,250,Juniper Road,,Theresafurt,84620,NY
PREM-19248576,2016-05-06,32063,Sycamore Street,Island,Richardport,31907,NY
PREM-87503921,2016-05-06,401,Rosewood Lane,,East David,58427,NY
PREM-40861735,2016-05-06,2487,Crimson Leaf Drive,,Warnerborough,79651,NY
PREM-62319847,2016-05-06,20377,Riverbend Road,,Port Robertstad,23490,NY
PREM-34157029,2016-05-06,961,Bayshore Avenue,,Port Brian,67284,NY
PREM-48291036,2016-05-06,451,Mossy Oak Lane,,Jonestown,90571,NY
PREM-59128407,2016-05-06,568,Goldenleaf Drive,,West Timhaven,41352,NY
PREM-30847195,2016-05-06,17362,Pine Canyon Road,,Josephborough,80294,NY
PREM-76209413,2016-05-06,4601,Sapphire Ridge Drive,,South Richard,56941,NY
PREM-10492857,2016-05-06,60352,Willow Creek Lane,Junction,East Kimberlyborough,75820,NY
PREM-83926514,2016-05-06,4143,Ironwood Street,,South Emma,34109,NY
PREM-27540198,2016-05-06,657,Stonemill Road,Tunnel,West Gregoryville,62073,NY
PREM-69023784,2016-05-06,3257,Eagle Ridge Drive,,Christinafurt,89453,NY
PREM-15492837,2016-05-06,6418,Hunters Trail Lane,,Mandystad,21536,NY
PREM-48176029,2016-05-06,2293,Summerfield Drive,,Russellstad,78024,NY
PREM-93047182,2016-05-06,3127,Northgate Road,,Port Marcus,43968,NY
PREM-57281049,2016-05-06,6218,Southridge Drive,,Cainmouth,50712,NY
PREM-31490528,2016-05-06,69484,Eastwood Lane,Tunnel,Garzatown,93251,NY
PREM-84621073,2016-05-06,83692,Westhaven Drive,,Tammytown,16490,NY
PREM-60573918,2016-05-06,959,Mountain View Road,Springs,Andersonmouth,58036,NY
PREM-21748056,2016-05-06,36,Crown Point Drive,,Leebury,74195,NY
PREM-93816520,2016-05-06,830,Hidden Valley Lane,,Reidville,26841,NY
PREM-46029781,2016-05-06,47170,Maple Bend Street,,Tiffanyview,60357,NY
PREM-72190438,2016-05-06,261,Woodland Ridge Drive,,North Rebeccaview,84519,NY
PREM-58301749,2016-05-06,249,Dove Creek Road,,South Shawn,21048,NY
PREM-40982136,2016-05-06,5535,Fernwood Lane,,South Lance,76948,NY
PREM-67205914,2016-05-06,70,Orchard Hill Drive,,Coreyland,32410,NY
PREM-31847025,2016-05-06,90325,Lakeview Terrace,Parks,Gonzalezport,51896,NY
PREM-90523618,2016-05-06,8229,Greenfield Drive,Well,New Rachelstad,68704,NY
PREM-14286709,2016-05-06,915,Sunnyside Road,,Markfort,95031,NY
PREM-68729415,2016-05-06,880,Crestwood Avenue,,North Corychester,47285,NY
PREM-52498173,2016-05-06,68910,Shadowbrook Lane,Ranch,Port Derrickside,63159,NY
PREM-39061728,2016-05-06,476,Falling Waters Drive,,Rodrigueztown,20863,NY
PREM-74820519,2016-05-06,4750,Blue Ridge Road,,Christianborough,79420,NY
PREM-85691324,2016-05-06,3985,Wildwood Lane,Way,South Justinview,35691,NY
PREM-21394057,2016-05-06,728,Cardinal Drive,Pine,West Jeffery,68275,NY
PREM-46958032,2016-05-06,889,Pecan Grove Road,,West Danielborough,91537,NY
PREM-58213490,2016-05-06,837,Cedar Hollow Drive,,West William,47052,NY
PREM-31749862,2016-05-06,3223,Woodlawn Avenue,Flat,New Neilfurt,53892,NY
PREM-94062718,2016-05-06,5654,Broadview Road,,Lake Ashleyfurt,62419,NY
PREM-10538279,2016-05-06,5092,Autumn View Drive,,Cohenberg,79083,NY
PREM-73601482,2016-05-06,27488,Silver Oak Lane,,Jeffreyfort,45120,NY
PREM-49178520,2016-05-06,5,Sunrise Valley Drive,,South Michael,69801,NY
PREM-62830941,2016-05-06,33570,Meadowlark Road,,New Elizabeth,24739,NY
PREM-37482096,2016-05-06,267,Briar Patch Lane,Wells,Lake Joy,17584,NY
PREM-81942750,2016-05-06,7386,Fox Hollow Drive,,Port Samantha,80213,NY
PREM-20395816,2016-05-06,2159,Stonebridge Street,,Lake Julia,95384,NY
PREM-56742039,2016-05-06,9781,Lone Pine Road,,East Nathan,64053,NY
PREM-39271864,2016-05-06,9763,Gentle Brook Lane,Villages,East Walter,52801,NY
PREM-74105829,2016-05-06,15477,Brookhaven Drive,Bypass,West Jonhaven,31675,NY
PREM-60847231,2016-05-06,381,Willow Trace Road,Ways,South Deborahside,78019,NY
PREM-21530948,2016-05-06,228,Cedar Creek Lane,,Natalietown,49268,NY
PREM-89361742,2016-05-06,1223,Valley View Drive,Overpass,New Christinaberg,86140,NY
PREM-43029857,2016-05-06,8431,Sunbrook Court,,West Krista,35017,NY
PREM-57649108,2016-05-06,2898,Oak Meadow Lane,,Brandonton,71925,NY
PREM-30928416,2016-05-06,578,Hidden Creek Road,Viaduct,New Sarahfurt,40527,NY
PREM-65472103,2016-05-06,842,Falcon Ridge Drive,,West Joseph,93801,NY
PREM-19248576,2016-05-06,114,Crescent Hill Lane,,Walkerland,56743,NY
PREM-87503921,2016-05-06,9927,Ridgewood Drive,Rapid,Robersonchester,82039,NY
PREM-40861735,2016-05-06,99279,Silver Maple Road,,Allenberg,29375,NY
PREM-62319847,2016-05-06,447,Hilltop Avenue,,West Rebeccaland,61092,NY
PREM-34157029,2016-05-06,66847,Sapphire Lane,Courts,South Judychester,75408,NY
PREM-79042618,2016-05-06,854,Morning Mist Drive,,West Walterville,14986,NY
PREM-15693824,2016-05-06,631,Cedar Ridge Road,,Ginaton,58240,NY
PREM-48261395,2016-05-06,7275,River Park Drive,Stream,Lopezborough,76192,NY
PREM-90573812,2016-05-06,5656,Wildflower Court,,Haynesshire,43085,NY
PREM-31754908,2016-05-06,819,Canyon View Lane,Path,Robertton,69852,NY
PREM-68214093,2016-05-06,442,Snowberry Road,,Angelamouth,24751,NY
PREM-57420936,2016-05-06,2066,Brookfield Drive,Springs,Smithport,90314,NY
PREM-21387954,2016-05-06,5436,Vineyard Lane,,South Tannerhaven,56827,NY
PREM-49821637,2016-05-06,336,Lighthouse Road,Locks,East Katelyn,81492,NY
PREM-63109425,2016-05-06,51585,Ocean Breeze Drive,,Port Gregory,39276,NY
PREM-37058149,2016-05-06,8290,Harbor View Lane,,New Leslie,67518,NY
PREM-85920413,2016-05-06,8895,Pelican Point Drive,,West Kimberly,25961,NY
PREM-20479568,2016-05-06,7107,Driftwood Court,,Greerville,70834,NY
PREM-76813042,2016-05-06,3036,Seaside Boulevard,Highway,Clarkview,94127,NY
PREM-43509217,2016-05-06,4217,Sunset Bay Drive,Path,North Denise,52647,NY
PREM-59271804,2016-05-06,820,Coral Ridge Road,,Kevinport,31978,NY
PREM-31046829,2016-05-06,583,Palm Crest Lane,,Williamsshire,76405,NY
PREM-67423981,2016-05-06,413,Tropical Breeze Drive,Street,Port Paula,40729,NY
PREM-14852730,2016-05-06,377,Mariner's Cove Road,,Powellchester,29164,NY
PREM-80731629,2016-05-06,9352,Harbor Lane,,Edwintown,68253,NY
PREM-26309457,2016-05-06,9269,Coral Reef Drive,,South Donnashire,89521,NY
PREM-94075218,2016-05-06,69677,Seaview Avenue,Plains,Beardburgh,14380,NY
PREM-51739402,2016-05-06,6451,Sandy Beach Road,,Kristinashire,50794,NY
PREM-38260147,2016-05-06,843,Ocean Crest Drive,,Christyview,71863,NY
PREM-76984510,2016-05-06,95774,Windward Lane,Haven,Lake Nicholasburgh,25607,NY
PREM-42903718,2016-05-06,705,Sandpiper Road,,Carlostown,60314,NY
PREM-85621039,2016-05-06,440,Coastal Ridge Drive,Ranch,Callahanfort,84975,NY
PREM-19347860,2016-05-06,5532,Bluewater Boulevard,,Port Linda,12058,NY
PREM-60498127,2016-05-06,59443,Dune Grass Lane,Via,South Lawrencefurt,76952,NY
PREM-27594018,2016-05-06,5061,Starfish Drive,,Taylormouth,34801,NY
PREM-93047156,2016-05-06,655,Pelican Bay Road,,Leblancport,51674,NY
PREM-14862579,2016-05-06,688,Marina Point Drive,Glens,Michaelview,69805,NY
PREM-58231704,2016-05-06,324,Cliffside Lane,,Brandonhaven,40721,NY
PREM-40196825,2016-05-06,9340,Beachfront Drive,,Andersonbury,28973,NY
PREM-73604281,2016-05-06,278,Gull Haven Road,Road,South Lisamouth,67201,NY
PREM-25938410,2016-05-06,93,Palm Grove Drive,,South Randystad,89136,NY
PREM-68915742,2016-05-06,8847,Surfside Boulevard,,Lake Lauren,14507,NY
PREM-31497085,2016-05-06,7374,Coastline Drive,Cliffs,New Erik,59623,NY
PREM-90527136,2016-05-06,22751,Bay Breeze Lane,,Courtneyberg,82357,NY
PREM-47263180,2016-05-06,2257,Sand Dune Road,,Lake Heiditown,38194,NY
PREM-15089342,2016-05-06,520,Horizon View Lane,,Jordanshire,74205,NY
PREM-48291036,2016-05-06,964,Meridian Drive,Run,Lake Alexis,91843,NY
PREM-59128407,2016-05-06,91523,Compass Point Lane,,Ericahaven,41602,NY
PREM-30847195,2016-05-06,3914,Anchorage Road,,North Ninafort,27385,NY
PREM-76209413,2016-05-06,84371,Portside Drive,,Thompsonmouth,64982,NY
PREM-10492857,2016-05-06,16640,Lighthouse Crest Lane,,Orrburgh,86705,NY
PREM-83926514,2016-05-06,32,Island View Road,,Lake Dianaside,13942,NY
PREM-27540198,2016-05-06,893,Shoreline Drive,,Lake Brianna,50817,NY
PREM-69023784,2016-05-06,4619,Deepwater Lane,,Gateston,78243,NY
PREM-15492837,2016-05-06,38987,Admiral’s Way,Landing,Whiteport,36915,NY
PREM-48176029,2016-05-06,77040,Seafarer Road,,South Samantha,69240,NY
PREM-93047182,2016-05-06,7908,Old Harbor Lane,Meadow,Reedhaven,93478,NY
PREM-57281049,2016-05-06,5986,Bayview Terrace,Neck,Oneillville,52619,NY
PREM-31490528,2016-05-06,320,Ocean Mist Drive,,Candiceland,76301,NY
PREM-84621073,2016-05-06,544,Crestwind Lane,Highway,Rickyport,40826,NY
PREM-60573918,2016-05-06,460,Whitecap Road,,Leonberg,28795,NY
PREM-21748056,2016-05-06,394,Harbor Breeze Drive,Parkway,Smithport,67859,NY
PREM-93816520,2016-05-06,38050,Island Point Road,Locks,Port Kristinland,89534,NY
PREM-46029781,2016-05-06,6392,Cedar Bluff Drive,,Jonesberg,14058,NY
PREM-72190438,2016-05-06,158,Village Green Lane,,Lake Kevinberg,59692,NY
PREM-58301749,2016-05-06,333,Homestead Road,,Steventown,82017,NY
PREM-40982136,2016-05-06,22,Old Mill Drive,,Transtad,38571,NY
PREM-67205914,2016-05-06,621,Iron Horse Road,Shoal,South Michelletown,74598,NY
PREM-31847025,2016-05-06,50737,Rustic Meadow Lane,Mission,North Cassandramouth,91057,NY
PREM-90523618,2016-05-06,3445,Farmstead Drive,,West Danielton,41822,NY
PREM-14286709,2016-05-06,283,Wagonwheel Road,Ports,West Denise,27634,NY
PREM-68729415,2016-05-06,73353,Red Barn Lane,,East Brooke,63978,NY
PREM-52498173,2016-05-06,8392,Stablebrook Drive,,Wilsonside,85412,NY
PREM-39061728,2016-05-06,142,Grainfield Road,,New Brittany,13074,NY
PREM-74820519,2016-05-06,49482,Harvest Bend Lane,,West Wendy,50312,NY
PREM-85691324,2016-05-06,918,Cornflower Drive,Throughway,South Sarah,78930,NY
PREM-21394057,2016-05-06,108,Old Orchard Lane,,Derrickshire,36574,NY
PREM-46958032,2016-05-06,9184,Country Crest Road,Coves,South Jordanville,69702,NY
PREM-58213490,2016-05-06,9139,Hayfield Drive,,Lake Bryanhaven,94057,NY
PREM-31749862,2016-05-06,8853,Millhouse Lane,Parks,Port Katrinahaven,52837,NY
PREM-94062718,2016-05-06,332,Barnwood Road,,Maryview,76149,NY
PREM-10538279,2016-05-06,1268,Shepherd’s Path,,New Jennifer,41205,NY
PREM-73601482,2016-05-06,6193,Orchard View Drive,Flats,Arthurfort,29847,NY
PREM-49178520,2016-05-06,450,Wild Apple Lane,,Sanchezborough,67012,NY
PREM-62830941,2016-05-06,787,Pasture Ridge Drive,Crossroad,Hallport,89468,NY
PREM-37482096,2016-05-06,8705,Fieldstone Road,,Russellstad,14273,NY
PREM-81942750,2016-05-06,7896,Green Acres Lane,,Kennethshire,59730,NY